"subj","current_staircase","duration","contrast","stimulus_type","stimulus_filename","RT","resp","correct","updated_threshold","updated_slope","updated_lapse","updated_guess","task","trials","group_id","energy"
"15",8,30808,13,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3331_013.tiff",0.6601085,0,1,12.9694635418692,0.0512082085286709,0.0568844970034791,0.5,"landscapes",50,"L_15_split_by_duration.30808",400504
"15",9,55505,19,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3388_019.tiff",0.4131757,0,1,19.8755016707645,0.0535903049429377,0.0490673513462101,0.500000000000004,"landscapes",50,"L_15_split_by_duration.55505",1054595
"15",10,1e+05,6,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3545_006.tiff",0.4990639,0,1,5.49145320308172,0.0489688870417294,0.0568086002055335,0.5,"landscapes",50,"L_15_split_by_duration.1e+05",6e+05
"16",4,2924,99,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3710_099.tiff",0.5380623,1,0,98.7465926879406,0.0531091303908712,0.0521690693039801,0.5,"landscapes",50,"L_16_split_by_duration.2924",289476
"16",5,5268,66,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3380_066.tiff",0.3180637,1,0,66.4773810642896,0.0520002270312014,0.0804065304643228,0.5,"landscapes",50,"L_16_split_by_duration.5268",347688
"16",6,9491,36,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_1969_036.tiff",0.3840665,1,0,36.7108097777245,0.051819716096438,0.0695138647349405,0.5,"landscapes",50,"L_16_split_by_duration.9491",341676
"16",7,17100,20,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2545_020.tiff",0.3110761,1,1,19.9185878807816,0.0459746917493585,0.0465694095493956,0.5,"landscapes",50,"L_16_split_by_duration.17100",342000
"16",8,30808,26,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3414_026.tiff",0.1930656,1,0,27.63941921922,0.0478041127093252,0.0520700669254811,0.5,"landscapes",50,"L_16_split_by_duration.30808",801008
"16",9,55505,15,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1491_015.tiff",0.1610815,1,1,14.6578267222306,0.0464136248898374,0.0447588750965379,0.5,"landscapes",50,"L_16_split_by_duration.55505",832575
"16",10,1e+05,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2570_010.tiff",0.302028,1,1,9.52640527929656,0.0468836144108631,0.0461292670832988,0.5,"landscapes",50,"L_16_split_by_duration.1e+05",1e+06
"17",5,5268,67,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_2290_067.tiff",0.4940441,1,0,67.4711510344819,0.0557970012542011,0.0442458989365242,0.5,"landscapes",50,"L_17_split_by_duration.5268",352956
"17",6,9491,47,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_2536_047.tiff",0.4790614,0,0,46.7663068527938,0.0535779802532819,0.0412055850445376,0.5,"landscapes",50,"L_17_split_by_duration.9491",446077
"17",8,30808,30,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3781_030.tiff",0.4240352,0,1,28.1702717417976,0.0556251147709411,0.0668778074228328,0.5,"landscapes",50,"L_17_split_by_duration.30808",924240
"17",9,55505,13,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\natural_1835_013.tiff",0.4750304,1,1,12.6308945975236,0.0513635792190218,0.0420609096002996,0.5,"landscapes",50,"L_17_split_by_duration.55505",721565
"17",10,1e+05,12,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_landscapes\final\urban_3367_012.tiff",0.7420318,1,0,12.4162568091536,0.0449403472952809,0.0462157482842619,0.5,"landscapes",50,"L_17_split_by_duration.1e+05",1200000
"01",2,901,98,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_reindeer_17s_098.tiff",0.2630458,1,1,97.8871070278497,0.053369389037824,0.048188238580267,0.5,"objects",50,"O_01_split_by_duration.901",88298
"01",3,1623,71,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_turtle_10n_071.tiff",0.3220479,1,1,70.9643422504882,0.0545657050802134,0.0438175349857696,0.5,"objects",50,"O_01_split_by_duration.1623",115233
"01",4,2924,61,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_rug_09s_061.tiff",0.2980638,0,1,60.6807979674917,0.0484878617979914,0.0470868132258332,0.5,"objects",50,"O_01_split_by_duration.2924",178364
"01",5,5268,60,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_recliner_08s_060.tiff",0.3440693,0,1,57.8799670486901,0.0536925665268578,0.0714270316797926,0.5,"objects",50,"O_01_split_by_duration.5268",316080
"01",6,9491,32,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_toaster_13n_032.tiff",0.3311154,0,1,31.0561828240119,0.0546927380843692,0.0381085542124627,0.5,"objects",50,"O_01_split_by_duration.9491",303712
"01",7,17100,37,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_horse_03s_037.tiff",0.4150749,1,1,36.0226707001786,0.0601635866520351,0.03655707488118,0.5,"objects",50,"O_01_split_by_duration.17100",632700
"01",8,30808,35,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_mouse1_16s_035.tiff",0.3000375,1,1,34.1360009140204,0.0538941483216271,0.0724133116081562,0.5,"objects",50,"O_01_split_by_duration.30808",1078280
"01",9,55505,19,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_llama_10s_019.tiff",0.6220906,1,1,18.2371007446268,0.0523950346315905,0.0753321479032141,0.5,"objects",50,"O_01_split_by_duration.55505",1054595
"01",10,1e+05,18,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_aircraft_carrier_05s_018.tiff",0.7720952,0,1,18.068658734526,0.0530346930021421,0.0605124230824891,0.5,"objects",50,"O_01_split_by_duration.1e+05",1800000
"02",2,901,89,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_sunglasses_11s_089.tiff",0.9230722,0,1,88.1877628391576,0.0500768723373251,0.0687386060262968,0.5,"objects",50,"O_02_split_by_duration.901",80189
"02",3,1623,78,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_rabbit_06s_078.tiff",0.2670537,1,1,77.7387031512027,0.0466152082594523,0.0541969748162985,0.5,"objects",50,"O_02_split_by_duration.1623",126594
"02",4,2924,73,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cart_05s_073.tiff",0.4820549,0,1,67.9603999110599,0.0547092499254928,0.0831564849679789,0.5,"objects",50,"O_02_split_by_duration.2924",213452
"02",5,5268,32,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_crane_13s_032.tiff",1.4230372,1,0,31.8963841563399,0.0485057545807909,0.0450948226734947,0.5,"objects",50,"O_02_split_by_duration.5268",168576
"02",6,9491,19,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_hawk_08s_019.tiff",0.3560547,1,1,16.0563442287157,0.054964966490302,0.0844898680554958,0.5,"objects",50,"O_02_split_by_duration.9491",180329
"02",7,17100,27,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_saltshaker_12s_027.tiff",0.6360432,0,1,25.6348536265197,0.0528993137921011,0.0643503488059127,0.5,"objects",50,"O_02_split_by_duration.17100",461700
"02",8,30808,19,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_llama_10s_019.tiff",0.4070381,0,0,19.0263542507417,0.0545942706070238,0.0404143230125789,0.5,"objects",50,"O_02_split_by_duration.30808",585352
"02",9,55505,23,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_printer_09s_023.tiff",0.3630973,0,1,23.701535217605,0.0494236968597958,0.0655268247979853,0.5,"objects",50,"O_02_split_by_duration.55505",1276615
"02",10,1e+05,23,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_gorilla_06s_023.tiff",0.2790621,1,1,23.0384264216522,0.0500281898250119,0.0659618370677507,0.5,"objects",50,"O_02_split_by_duration.1e+05",2300000
"03",1,500,99,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_gorilla_06s_099.tiff",0.3550611,1,1,98.6731764687367,0.0471329458932336,0.0553233485597147,0.5,"objects",50,"O_03_split_by_duration.500",49500
"03",2,901,91,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_road_sign_10s_091.tiff",0.3910563,0,1,90.4701350159678,0.0509087629364828,0.0638900437174561,0.5,"objects",50,"O_03_split_by_duration.901",81991
"03",3,1623,57,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_hairdryer_09s_057.tiff",0.438055,0,1,55.0142774628911,0.0544126287740412,0.0609178496722632,0.5,"objects",50,"O_03_split_by_duration.1623",92511
"03",4,2924,44,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_goose_02s_044.tiff",0.3890419,1,1,43.2612176973136,0.0523477907477199,0.0561443860442315,0.5,"objects",50,"O_03_split_by_duration.2924",128656
"03",5,5268,45,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_basket_12s_045.tiff",0.284094,0,1,44.0257181187522,0.0498019634926352,0.045021384103734,0.5,"objects",50,"O_03_split_by_duration.5268",237060
"03",6,9491,30,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_coffee_pot_04s_030.tiff",0.3470461,0,1,30.0324417976588,0.0478943862373416,0.0498280846636663,0.5,"objects",50,"O_03_split_by_duration.9491",284730
"03",7,17100,38,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_rocket_06s_038.tiff",0.3840557,0,1,34.1404450702338,0.0547795459795587,0.0822257587846557,0.5,"objects",50,"O_03_split_by_duration.17100",649800
"03",8,30808,23,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_globe_12s_023.tiff",0.2940681,0,1,22.7436100413864,0.0518572474480854,0.0415109649328491,0.5,"objects",50,"O_03_split_by_duration.30808",708584
"03",9,55505,27,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_crow_06s_027.tiff",0.3230383,1,1,24.4172512902757,0.0550548502190305,0.0784883805574343,0.5,"objects",50,"O_03_split_by_duration.55505",1498635
"03",10,1e+05,14,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_llama_04n_014.tiff",0.3250446,1,1,13.6794617303989,0.0524964100661417,0.0599857914515971,0.5,"objects",50,"O_03_split_by_duration.1e+05",1400000
"04",2,901,96,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_rhinoceros_01b_096.tiff",0.3230432,1,1,95.133612421952,0.0537439181120974,0.0509814412562268,0.5,"objects",50,"O_04_split_by_duration.901",86496
"04",3,1623,70,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_duckling_08s_070.tiff",0.3020413,1,1,69.0716505101307,0.0496329143852272,0.0515838074521993,0.5,"objects",50,"O_04_split_by_duration.1623",113610
"04",4,2924,91,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_compass_06n_091.tiff",0.2620868,1,0,92.8003714306635,0.0551613859752881,0.0525916625778001,0.5,"objects",50,"O_04_split_by_duration.2924",266084
"04",5,5268,51,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_extinguisher_07s_051.tiff",0.3310612,1,0,52.5266500411643,0.0519254485268152,0.0499047036061447,0.5,"objects",50,"O_04_split_by_duration.5268",268668
"04",6,9491,31,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_burner_07n_031.tiff",0.2920732,0,1,30.8383297103168,0.0579335025981194,0.039522314801361,0.5,"objects",50,"O_04_split_by_duration.9491",294221
"04",7,17100,24,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_lantern_11s_024.tiff",0.7450928,1,0,24.1157551661391,0.0501562660906941,0.0701384383041025,0.5,"objects",50,"O_04_split_by_duration.17100",410400
"04",8,30808,40,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_shopping_cart_16s_040.tiff",0.6561373,1,0,40.1274344158963,0.0553355943952076,0.041757919608894,0.5,"objects",50,"O_04_split_by_duration.30808",1232320
"04",9,55505,21,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cd_player_04s_021.tiff",0.4330411,0,1,20.6019721839471,0.0493223424137124,0.0453295788395412,0.5,"objects",50,"O_04_split_by_duration.55505",1165605
"04",10,1e+05,31,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_warthog_05s_031.tiff",0.3830415,1,1,30.4197113063435,0.0495509407682454,0.0473430785567759,0.5,"objects",50,"O_04_split_by_duration.1e+05",3100000
"05",4,2924,76,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_antelope_11s_076.tiff",0.2920779,1,1,75.0767027732421,0.0506985153107101,0.0483161526489059,0.5,"objects",50,"O_05_split_by_duration.2924",222224
"05",5,5268,48,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_lantern_11s_048.tiff",0.4370664,0,1,47.8270210603137,0.0466605314657058,0.0591803238205393,0.5,"objects",50,"O_05_split_by_duration.5268",252864
"05",6,9491,27,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_tiger_04s_027.tiff",0.4640861,1,1,26.0377270537354,0.067000828738467,0.0329319766604204,0.5,"objects",50,"O_05_split_by_duration.9491",256257
"05",7,17100,11,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_bison_05s_011.tiff",0.9460615,1,1,10.0722694736981,0.0564915092915076,0.0802993421186276,0.5,"objects",50,"O_05_split_by_duration.17100",188100
"05",8,30808,8,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_sailboat_11s_008.tiff",0.804206,0,1,7.84053043006147,0.0540279012635606,0.0587058023024569,0.5,"objects",50,"O_05_split_by_duration.30808",246464
"05",9,55505,7,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_satellite_12s_007.tiff",0.9981089,0,1,5.75192044385348,0.0527833469308918,0.0764355561242311,0.5,"objects",50,"O_05_split_by_duration.55505",388535
"05",10,1e+05,7,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_sunglasses_11s_007.tiff",1.0990323,1,0,6.88986652828175,0.053527623070052,0.064421996912595,0.5,"objects",50,"O_05_split_by_duration.1e+05",7e+05
"06",3,1623,99,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_porcupine_01b_099.tiff",0.6270517,0,0,98.985390980179,0.0459885891934098,0.0539954600341701,0.5,"objects",50,"O_06_split_by_duration.1623",160677
"06",4,2924,74,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_hyena_03s_074.tiff",0.5850694,1,1,73.6866890977101,0.0575781834670284,0.0417220832751491,0.5,"objects",50,"O_06_split_by_duration.2924",216376
"06",5,5268,54,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cup_12s_054.tiff",0.9500615,1,0,54.6368319823145,0.0503930825163787,0.0677263006336816,0.5,"objects",50,"O_06_split_by_duration.5268",284472
"06",6,9491,31,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_orangutan_15s_031.tiff",0.5440398,0,0,31.7539350110127,0.0514595880009018,0.0771147336645869,0.5,"objects",50,"O_06_split_by_duration.9491",294221
"06",7,17100,21,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_blowfish_03s_021.tiff",0.6010654,0,0,21.8397736061873,0.0535232601219928,0.0733764128292817,0.5,"objects",50,"O_06_split_by_duration.17100",359100
"06",8,30808,14,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_lamb_04s_014.tiff",0.2700441,1,1,13.1711245755386,0.0564628876074663,0.0410339983006943,0.5,"objects",50,"O_06_split_by_duration.30808",431312
"06",9,55505,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_zebra_03s_010.tiff",0.4780942,1,1,10.0569700453268,0.0518872458516921,0.061410381872165,0.5,"objects",50,"O_06_split_by_duration.55505",555050
"06",10,1e+05,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_koala_12s_010.tiff",0.5750657,1,1,9.79783949989907,0.0593433273849984,0.0693392165363721,0.5,"objects",50,"O_06_split_by_duration.1e+05",1e+06
"07",4,2924,94,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_bed_17s_094.tiff",0.5290663,0,1,92.0765795000847,0.0511993140115529,0.0534193628614133,0.5,"objects",50,"O_07_split_by_duration.2924",274856
"07",5,5268,64,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_light_switch_03s_064.tiff",0.2620736,0,1,62.7483929537836,0.0537841490661495,0.076254162550167,0.5,"objects",50,"O_07_split_by_duration.5268",337152
"07",6,9491,36,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_squirrel_10s_036.tiff",0.4450772,1,1,34.8602394656135,0.0540112018871605,0.0608385562570409,0.5,"objects",50,"O_07_split_by_duration.9491",341676
"07",7,17100,16,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_porcupine_08s_016.tiff",0.3190568,1,1,15.0739955851184,0.0488863607909982,0.0436218246385649,0.5,"objects",50,"O_07_split_by_duration.17100",273600
"07",8,30808,17,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_ladybug_10s_017.tiff",0.3840574,0,0,18.5073461609301,0.0481859484570429,0.0485883977443884,0.5,"objects",50,"O_07_split_by_duration.30808",523736
"07",9,55505,9,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cash_register_10s_009.tiff",0.7341518,0,1,8.94749406391474,0.0466127191669053,0.0591341679970617,0.5,"objects",50,"O_07_split_by_duration.55505",499545
"07",10,1e+05,15,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_boat_05s_015.tiff",0.240058,0,1,14.8385899905472,0.0531099395537222,0.0479206622112527,0.5,"objects",50,"O_07_split_by_duration.1e+05",1500000
"08",5,5268,96,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_butterfly_01b_096.tiff",0.1360878,1,1,95.568484768056,0.0501458404153379,0.0504308435887258,0.5,"objects",50,"O_08_split_by_duration.5268",505728
"08",6,9491,31,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_bull_04s_031.tiff",0.2560307,1,1,30.5219028407856,0.0512103066710441,0.051132172700311,0.5,"objects",50,"O_08_split_by_duration.9491",294221
"08",7,17100,69,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_dalmatian_12s_069.tiff",0.1520858,1,1,67.6766489264868,0.0547930339039592,0.0478831044504489,0.5,"objects",50,"O_08_split_by_duration.17100",1179900
"08",8,30808,49,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_matchbox_03s_049.tiff",0.1200363,1,0,50.8578040454744,0.0454504507302563,0.0556542815972892,0.5,"objects",50,"O_08_split_by_duration.30808",1509592
"08",9,55505,27,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_antelope_01b_027.tiff",0.3951272,1,1,26.2061746379415,0.0591929784573516,0.0396165925672314,0.5,"objects",50,"O_08_split_by_duration.55505",1498635
"08",10,1e+05,10,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_zebra_03s_010.tiff",0.2031627,1,1,8.98549269595788,0.066165321440714,0.0324910224578996,0.5,"objects",50,"O_08_split_by_duration.1e+05",1e+06
"09",5,5268,83,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_anteater_03s_083.tiff",0.2560405,0,0,88.1964479158091,0.0552911205120338,0.0530081328814939,0.5,"objects",50,"O_09_split_by_duration.5268",437244
"09",6,9491,26,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_yak_14s_026.tiff",0.0010959,1,1,25.9329238310664,0.0547782858327143,0.0766055571887437,0.5,"objects",50,"O_09_split_by_duration.9491",246766
"09",7,17100,92,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_grasshopper_18n_092.tiff",0.5791281,1,1,88.0999458083244,0.0555443765782024,0.0526431288242492,0.5,"objects",50,"O_09_split_by_duration.17100",1573200
"09",8,30808,18,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_wolf_05n_018.tiff",0.1080592,0,0,17.9071429361379,0.0526082201557804,0.0403768184738149,0.5,"objects",50,"O_09_split_by_duration.30808",554544
"09",9,55505,13,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_elephant_11n_013.tiff",0.1590435,0,0,13.9541543692194,0.0500862221861017,0.0706982355499013,0.5,"objects",50,"O_09_split_by_duration.55505",721565
"09",10,1e+05,13,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_calculator_12s_013.tiff",0.3262199,0,1,12.5109359516337,0.0568284850305826,0.0656585879947845,0.5,"objects",50,"O_09_split_by_duration.1e+05",1300000
"10",7,17100,99,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_brush_12s_099.tiff",0.3881323,0,1,98.1917457062466,0.049499153422334,0.0570100854745679,0.5,"objects",50,"O_10_split_by_duration.17100",1692900
"10",9,55505,80,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_squirrel_04s_080.tiff",0.238105,1,1,76.7841585558044,0.0546405781968694,0.0762602684260627,0.5,"objects",50,"O_10_split_by_duration.55505",4440400
"10",10,1e+05,95,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_briefcase_01b_095.tiff",0.4550514,0,1,94.4118415142685,0.0486957183616596,0.0588780085426409,0.5,"objects",50,"O_10_split_by_duration.1e+05",9500000
"12",4,2924,91,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_extinguisher_14s_091.tiff",0.4382231,1,0,91.1760066360524,0.0612005129717409,0.0443461179670743,0.5,"objects",50,"O_12_split_by_duration.2924",266084
"12",5,5268,78,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_flamingo_10s_078.tiff",0.284035,1,1,76.3179873822187,0.0500091334859841,0.052123306660374,0.5,"objects",50,"O_12_split_by_duration.5268",410904
"12",6,9491,47,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_flip_flop_11s_047.tiff",0.5060641,1,0,47.2688240670295,0.0484894627578027,0.066377275045391,0.5,"objects",50,"O_12_split_by_duration.9491",446077
"12",7,17100,24,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_dollhouse_11s_024.tiff",0.4790947,0,1,23.4820011511959,0.0486716475856824,0.0667704738985503,0.5,"objects",50,"O_12_split_by_duration.17100",410400
"12",8,30808,69,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_pocket_watch_15s_069.tiff",0.4930621,0,1,68.3419697408694,0.0504311073610818,0.0723129717727311,0.5,"objects",50,"O_12_split_by_duration.30808",2125752
"12",9,55505,9,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_brush_12s_009.tiff",0.7440593,1,0,9.58634902796722,0.0490589605378191,0.0425057233920953,0.5,"objects",50,"O_12_split_by_duration.55505",499545
"12",10,1e+05,19,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_tiger_13n_019.tiff",0.3000853,0,0,22.2433884041909,0.0541564112649549,0.0698201615777825,0.5,"objects",50,"O_12_split_by_duration.1e+05",1900000
"13",4,2924,80,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_mosquito_02s_080.tiff",0.6320691,1,1,79.0175181335835,0.0482130509009611,0.0497346714545166,0.5,"objects",50,"O_13_split_by_duration.2924",233920
"13",5,5268,64,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_cash_register_06s_064.tiff",0.353045,0,1,63.3706760957298,0.0580626425451221,0.0610826458253879,0.5,"objects",50,"O_13_split_by_duration.5268",337152
"13",6,9491,34,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_mosquito_04s_034.tiff",0.5920365,1,1,31.8427721913264,0.0547803069068537,0.0822551622278036,0.5,"objects",50,"O_13_split_by_duration.9491",322694
"13",7,17100,11,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_dartboard_06s_011.tiff",0.2532104,0,1,10.1203458627374,0.0539150646407438,0.0789161213493371,0.5,"objects",50,"O_13_split_by_duration.17100",188100
"13",8,30808,18,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_owl_03s_018.tiff",0.3570863,1,1,17.4414770578951,0.0480513085350895,0.0572982291633932,0.5,"objects",50,"O_13_split_by_duration.30808",554544
"13",9,55505,11,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_horseshoe_03s_011.tiff",0.3190639,0,1,10.6631163026313,0.0499335799191505,0.0594843716851645,0.5,"objects",50,"O_13_split_by_duration.55505",610555
"13",10,1e+05,6,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_briefcase_03s_006.tiff",0.3292216,0,1,5.09789582180588,0.0532293681015422,0.0562984831529867,0.5,"objects",50,"O_13_split_by_duration.1e+05",6e+05
"14",5,5268,69,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_fish_05s_069.tiff",0.5670468,1,1,67.6988801334551,0.0544893682187223,0.0486527311991672,0.5,"objects",50,"O_14_split_by_duration.5268",363492
"14",6,9491,48,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_calculator_12s_048.tiff",0.1551333,0,1,44.2276657577813,0.0544437089695456,0.083908659314369,0.5,"objects",50,"O_14_split_by_duration.9491",455568
"14",7,17100,35,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_guinea_pig_06s_035.tiff",0.2940537,1,1,34.4796705856537,0.0575642430239766,0.0666819179008375,0.5,"objects",50,"O_14_split_by_duration.17100",598500
"14",8,30808,13,0,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\inanimate_boat_05s_013.tiff",0.1940723,0,1,11.9171894530551,0.0554506337884605,0.071183726639508,0.5,"objects",50,"O_14_split_by_duration.30808",400504
"14",9,55505,21,1,"C:\Users\ULB-CO3\Documents\Pietro\bloch_law_objects\final\animate_panther_01b_021.tiff",0.3170422,0,0,21.0235522924644,0.0531434735582506,0.0382603198068634,0.5,"objects",50,"O_14_split_by_duration.55505",1165605
